algorithmCode,scenarioCode,caseCount,repetition,randomSeed,solverAlgorithm,solverStatus,scheduledCases,unscheduledCases,theatreUtilisationPercent,averageWaitingHours,maxWaitingHours,emergencyAverageWaitingHours,conflictCount,hardConstraintViolations,jainFairnessIndex,continuityMovedCases,runtimeMs,createdAt
HYBRID_PRIORITY_CP_SAT,BASELINE,25,1,42,CP_SAT_V1,OPTIMAL,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,25,2026-08-21 23:52:27
HYBRID_PRIORITY_CP_SAT,BASELINE,25,2,43,CP_SAT_V1,OPTIMAL,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,39,2026-08-21 23:52:27
HYBRID_PRIORITY_CP_SAT,BASELINE,25,3,44,CP_SAT_V1,OPTIMAL,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,35,2026-08-21 23:52:27
PRIORITY_GREEDY,BASELINE,25,1,42,PRIORITY_GREEDY_V1,FEASIBLE,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,2,2026-08-21 23:52:26
PRIORITY_GREEDY,BASELINE,25,2,43,PRIORITY_GREEDY_V1,FEASIBLE,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,3,2026-08-21 23:52:26
PRIORITY_GREEDY,BASELINE,25,3,44,PRIORITY_GREEDY_V1,FEASIBLE,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,2,2026-08-21 23:52:26
PURE_CP_SAT,BASELINE,25,1,42,CP_SAT_V1,OPTIMAL,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,736,2026-08-21 23:52:27
PURE_CP_SAT,BASELINE,25,2,43,CP_SAT_V1,OPTIMAL,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,27,2026-08-21 23:52:27
PURE_CP_SAT,BASELINE,25,3,44,CP_SAT_V1,OPTIMAL,2,23,15.00,0.00,0.00,0.00,0,0,0.9000,0,45,2026-08-21 23:52:27
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,1,42,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,114,2026-08-21 23:52:31
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,2,43,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,105,2026-08-21 23:52:32
HYBRID_PRIORITY_CP_SAT,EMERGENCY_SURGE,25,3,44,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,110,2026-08-21 23:52:32
PRIORITY_GREEDY,EMERGENCY_SURGE,25,1,42,PRIORITY_GREEDY_V1,FEASIBLE,5,20,62.50,1.80,4.00,1.80,0,0,0.9858,0,7,2026-08-21 23:52:31
PRIORITY_GREEDY,EMERGENCY_SURGE,25,2,43,PRIORITY_GREEDY_V1,FEASIBLE,5,20,62.50,1.80,4.00,1.80,0,0,0.9858,0,5,2026-08-21 23:52:31
PRIORITY_GREEDY,EMERGENCY_SURGE,25,3,44,PRIORITY_GREEDY_V1,FEASIBLE,5,20,62.50,1.80,4.00,1.80,0,0,0.9858,0,7,2026-08-21 23:52:31
PURE_CP_SAT,EMERGENCY_SURGE,25,1,42,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,110,2026-08-21 23:52:31
PURE_CP_SAT,EMERGENCY_SURGE,25,2,43,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,115,2026-08-21 23:52:31
PURE_CP_SAT,EMERGENCY_SURGE,25,3,44,CP_SAT_V1,OPTIMAL,6,19,55.00,1.58,4.00,1.58,0,0,0.9680,0,118,2026-08-21 23:52:31
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,1,42,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,200,2026-08-21 23:52:28
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,2,43,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,185,2026-08-21 23:52:29
HYBRID_PRIORITY_CP_SAT,RESOURCE_MODERATE,25,3,44,CP_SAT_V1,OPTIMAL,2,23,10.00,0.00,0.00,0.00,0,0,0.9000,0,186,2026-08-21 23:52:29
